"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","SCHOOL NAME","SCHOOL SCORE","SCHOOL DISTANCE","DRIVE DISTANCE(KM)","DRIVE DURATION(MIN)","IS SENIOR"
"MLS Listing","","Condo/Co-op","6906 Chantel Ct","SAN JOSE","CA","95129","575000","1","1.0","SAN JOSE","582","","1987","45","988","310","Active","","","http://www.redfin.com/CA/San-Jose/6906-Chantel-Ct-95129/home/792838","MLSListings","ML81669363","Y","Y","37.2979619","-122.0307364","Blue Hills Elementary School","10","0.6","22.3","18","N"
"MLS Listing","","Single Family Residential","1953 Supreme Dr","SAN JOSE","CA","95148","740000","3","2.0","SAN JOSE","1189","7314","1977","47","622","","Active","","","http://www.redfin.com/CA/San-Jose/1953-Supreme-Dr-95148/home/895547","MLSListings","ML81669107","N","Y","37.3398566","-121.8166224","Thomas P. Ryan Elementary School","4","0.8","19.3","18","N"
"MLS Listing","","Single Family Residential","14955 Sword Dancer Ct","MORGAN HILL","CA","95037","829900","3","2.5","MORGAN HILL","2145","4998","1977","49","387","","Active","","","http://www.redfin.com/CA/Morgan-Hill/14955-Sword-Dancer-Ct-95037/home/1162243","MLSListings","ML81668983","N","Y","37.0957505","-121.6413066","San Martin/gwinn Elementary School","4","1.8","49.8","34","N"
"MLS Listing","","Condo/Co-op","38 N Almaden Blvd #1803","SAN JOSE","CA","95110","674000","1","1.0","SAN JOSE","868","164","2008","49","776","500","Active","August-26-2017 02:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-1803/home/17291297","MLSListings","ML81668931","N","Y","37.3348273","-121.8957794","Horace Mann Elementary School","3","0.7","10.7","11","N"
"MLS Listing","","Condo/Co-op","1359 Phelps Ave #11","SAN JOSE","CA","95117","484000","2","1.0","SAN JOSE","840","840","1963","50","576","287","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1359-Phelps-Ave-95117/unit-11/home/754952","MLSListings","ML81668668","Y","Y","37.299867","-121.961933","George C. Payne Elementary School","9","0.4","8.6","13","N"
"MLS Listing","","Single Family Residential","14715 Uvas Rd","MORGAN HILL","CA","95037","750000","3","1.5","MORGAN HILL","2000","871200","1920","56","375","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Uvas-Rd-95037/home/17293289","MLSListings","ML81668168","N","Y","37.072137","-121.702734","Paradise Valley/machado Elementary School","9","3.9","53.3","41","N"
"MLS Listing","","Condo/Co-op","8113 Cabernet","SAN JOSE","CA","95135","675000","2","3.0","SAN JOSE","1554","1517","1974","56","434","938","Active","","","http://www.redfin.com/CA/San-Jose/8113-Cabernet-Ct-95135/home/962353","MLSListings","ML81668114","N","Y","37.28709","-121.749133","Silver Oak Elementary School","10","0.8","26.8","25","Y"
"MLS Listing","","Single Family Residential","276 Turquesa Ct","SAN JOSE","CA","95116","765000","3","2.0","SAN JOSE","1005","4275","1980","57","761","","Active","","","http://www.redfin.com/CA/San-Jose/276-Turquesa-Ct-95116/home/1058982","MLSListings","ML81668043","N","Y","37.3599641","-121.8560453","San Antonio Elementary School","4","0.7","12.7","15","N"
"MLS Listing","","Townhouse","16980 Sugar Pine Dr","MORGAN HILL","CA","95037","649000","2","1.5","MORGAN HILL","1148","3528","1991","58","565","275","Active","","","http://www.redfin.com/CA/Morgan-Hill/16980-Sugarpine-Dr-95037/home/1028859","MLSListings","ML81667921","N","Y","37.1354789","-121.620929","Nordstrom Elementary School","9","0.3","45.6","31","N"
"MLS Listing","","Condo/Co-op","150 W Edith Ave #30","LOS ALTOS","CA","94022","835000","1","1.0","LOS ALTOS","756","1306","1968","58","1104","315","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/Los-Altos/150-W-Edith-Ave-94022/unit-30/home/634176","MLSListings","ML81667890","N","Y","37.381039","-122.1184737","Gardner Bullis Elementary School","10","0.6","17.5","23","N"
"MLS Listing","","Condo/Co-op","795 Modern Ice Dr","SAN JOSE","CA","95112","678888","2","2.5","SAN JOSE","1288","1525","2009","58","527","210","Active","","","http://www.redfin.com/CA/San-Jose/795-Modern-Ice-Dr-95112/home/40175666","MLSListings","ML81667866","N","Y","37.362264","-121.889098","Walter L. Bachrodt Elementary School","4","1.3","9.5","11","N"
"MLS Listing","","Single Family Residential","33200 Loma Chiquita Rd","LOS GATOS","CA","95033","865000","5","2.0","LOS GATOS","1904","217800","1977","59","454","","Active","","","http://www.redfin.com/CA/Los-Gatos/33200-Loma-Chiquita-Rd-95033/home/668046","MLSListings","ML81667784","N","Y","37.106034","-121.819308","Loma Prieta Elementary School","10","7.0","56.8","1","N"
"MLS Listing","","Single Family Residential","6787 Croy Rd","MORGAN HILL","CA","95037","499000","2","1.0","MORGAN HILL","864","1373342","2013","64","578","","Active","","","http://www.redfin.com/CA/Morgan-Hill/6787-Croy-Rd-95037/home/129867872","MLSListings","ML81667146","N","Y","37.092948596","-121.7736019","Barrett Elementary School","5","8.1","62.8","1","N"
"MLS Listing","","Condo/Co-op","153 Del Monte Ln","MORGAN HILL","CA","95037","555000","2","2.0","MORGAN HILL","1365","2450","1986","65","407","410","Active","","","http://www.redfin.com/CA/Morgan-Hill/153-Del-Monte-Ln-95037/home/1014222","MLSListings","ML81655517","N","Y","37.134431","-121.662029","P. A. Walsh Elementary School","3","0.5","44.9","32","N"
"MLS Listing","","Single Family Residential","30003 Summit Rd","LOS GATOS","CA","95033","800000","3","1.0","LOS GATOS","2507","87991","2007","66","319","","Active","","","http://www.redfin.com/CA/Los-Gatos/30003-Summit-Rd-95033/home/52342716","MLSListings","ML81656869","N","Y","37.09147","-121.836467","Bradley Elementary School","6","8.1","53.7","50","N"
"MLS Listing","","Single Family Residential","15143 Rosemar Ave","SAN JOSE","CA","95127","874900","3","2.0","SAN JOSE","1823","12000","1950","66","480","","Active","","","http://www.redfin.com/CA/San-Jose/15143-Rosemar-Ave-95127/home/1039991","MLSListings","ML81656863","N","Y","37.3691067","-121.8063937","Mt. Pleasant High School","6","1.6","20.3","21","N"
"MLS Listing","","Single Family Residential","330 Serrano Ave","SAN JOSE","CA","95127","650000","3","1.0","SAN JOSE","1050","7540","1948","66","619","","Active","","","http://www.redfin.com/CA/San-Jose/330-Serrano-Ave-95127/home/905233","MLSListings","ML81656723","N","Y","37.3637034","-121.8209671","Horace Cureton Elementary School","4","0.4","18.3","18","N"
"MLS Listing","","Single Family Residential","4150 Pepper Tree Ln","SAN JOSE","CA","95127","849950","3","2.0","SAN JOSE","1886","9360","1950","67","451","","Active","","","http://www.redfin.com/CA/San-Jose/4150-Pepper-Tree-Ln-95127/home/1585648","MLSListings","ML81656714","N","Y","37.3910008","-121.8254305","Linda Vista Elementary School","5","0.9","21.2","22","N"
"New Construction Plan","","Single Family Residential","Residence Two","Gilroy","CA","95020","899000","4","3.0","Zinfandel at Glen Loma Ranch","3496","","","","257","","Active","","","http://www.redfin.com/CA/Gilroy/Zinfandel-at-Glen-Loma-Ranch/Residence-Two/home/102467058","NewHomeSource.com","Plan-11263473","N","Y","36.987193","-121.581123","Las Animas Elementary School","7","0.2","65.5","42","N"
"MLS Listing","","Condo/Co-op","8352 Charbono Ct","SAN JOSE","CA","95135","628000","2","2.0","SAN JOSE","1370","2960","1978","70","458","898","Active","","","http://www.redfin.com/CA/San-Jose/8352-Charbono-Ct-95135/home/1844190","MLSListings","ML81656339","N","Y","37.284702","-121.750495","Silver Oak Elementary School","10","0.6","27.0","26","Y"
"New Construction Plan","","Single Family Residential","Residence One","Gilroy","CA","95020","879000","4","3.0","Zinfandel at Glen Loma Ranch","3279","","","","268","","Active","","","http://www.redfin.com/CA/Gilroy/Zinfandel-at-Glen-Loma-Ranch/Residence-One/home/102467059","NewHomeSource.com","Plan-11263472","N","Y","36.987193","-121.581123","Las Animas Elementary School","7","0.2","65.5","42","N"
"MLS Listing","","Condo/Co-op","16988 Sorrel Way","MORGAN HILL","CA","95037","525000","2","2.0","MORGAN HILL","1104","1134","1987","71","476","366","Active","","","http://www.redfin.com/CA/Morgan-Hill/16988-Sorrel-Way-95037/home/1252407","MLSListings","ML81656222","N","Y","37.139832","-121.610839","Jackson Academy of Music And Math (jamm)","8","0.3","46.6","31","N"
"MLS Listing","","Single Family Residential","1210 Bacchus Dr","SAN JOSE","CA","95122","759000","5","3.5","SAN JOSE","1512","3480","1971","71","502","","Active","","","http://www.redfin.com/CA/San-Jose/1210-Bacchus-Dr-95122/home/1757282","MLSListings","ML81656204","N","Y","37.3252447","-121.8439841","Jeanne R. Meadows Elementary School","7","0.4","16.6","17","N"
"New Construction Plan","","Single Family Residential","Residence Four","Gilroy","CA","95020","835000","4","3.0","Vista Bella at Glen Loma Ranch","3101","","","","269","","Active","","","http://www.redfin.com/CA/Gilroy/Vista-Bella-at-Glen-Loma-Ranch/Residence-Four/home/102467060","NewHomeSource.com","Plan-11263471","N","Y","36.987193","-121.581123","Las Animas Elementary School","7","0.2","65.5","42","N"
"MLS Listing","","Single Family Residential","767 Lawrence Dr","GILROY","CA","95020","599000","3","2.0","GILROY","1628","6500","1967","72","368","","Active","","","http://www.redfin.com/CA/Gilroy/767-Lawrence-Dr-95020/home/1171985","MLSListings","ML81655893","N","Y","37.020734","-121.587651","Rod Kelley Elementary School","8","0.3","59.5","40","N"
"MLS Listing","","Single Family Residential","95 W Main Ave","MORGAN HILL","CA","95037","849000","4","2.0","MORGAN HILL","1312","4800","1895","76","647","","Active","","","http://www.redfin.com/CA/Morgan-Hill/95-W-Main-Ave-95037/home/1014103","MLSListings","ML81655472","N","Y","37.1295462","-121.6564184","P. A. Walsh Elementary School","3","0.3","45.4","33","N"
"MLS Listing","","Single Family Residential","9610 Monterey Rd","MORGAN HILL","CA","95037","710000","2","1.0","MORGAN HILL","780","19650","1950","77","910","","Active","","","http://www.redfin.com/CA/Morgan-Hill/9610-Monterey-Rd-95037/home/40176560","MLSListings","ML81655438","N","Y","37.1988777","-121.7202275","Los Paseos Elementary School","7","3.4","34.9","24","N"
"MLS Listing","","Single Family Residential","162 Carling Ct","SAN JOSE","CA","95111","779950","4","2.5","SAN JOSE","1732","6160","1963","77","450","","Active","","","http://www.redfin.com/CA/San-Jose/162-Carling-Ct-95111/home/1420971","MLSListings","ML81655413","N","Y","37.2656281","-121.8129442","Edenvale Elementary School","3","0.6","24.8","22","N"
"MLS Listing","","Townhouse","107 Bob Hansen Ct","SAN JOSE","CA","95116","500000","3","2.0","SAN JOSE","1249","1425","2008","79","400","156","Active","","","http://www.redfin.com/CA/San-Jose/107-Bob-Hansen-Ct-95116/home/17569775","MLSListings","ML81655025","N","Y","37.3539433","-121.8504636","San Antonio Elementary School","4","0.3","13.2","14","N"
"MLS Listing","","Single Family Residential","16710 San Dimas Ln","MORGAN HILL","CA","95037","835000","3","3.0","MORGAN HILL","2180","4997","2014","81","383","185","Active","","","http://www.redfin.com/CA/Morgan-Hill/16710-San-Dimas-Ln-95037/home/55517555","MLSListings","ML81651058","N","Y","37.1273983","-121.6340817","Barrett Elementary School","5","0.3","46.0","31","N"
"MLS Listing","","Single Family Residential","16550 Jackson Oaks Dr","MORGAN HILL","CA","95037","899000","3","2.0","MORGAN HILL","2400","12400","1973","82","375","33","Active","","","http://www.redfin.com/CA/Morgan-Hill/16550-Jackson-Oaks-Dr-95037/home/845152","MLSListings","ML81654498","N","Y","37.141151","-121.5889938","Jackson Academy of Music And Math (jamm)","8","1.0","49.6","34","N"
"MLS Listing","","Condo/Co-op","181 Del Medio Ave #310","MOUNTAIN VIEW","CA","94040","789000","2","1.0","MOUNTAIN VIEW","936","936","1962","84","843","441","Active","","","http://www.redfin.com/CA/Mountain-View/181-Del-Medio-Ave-94040/unit-310/home/12171976","MLSListings","ML81653303","N","Y","37.4082939","-122.111453","Santa Rita Elementary School","10","1.2","16.4","18","N"
"MLS Listing","","Condo/Co-op","7658 Falkirk Dr","SAN JOSE","CA","95135","698000","2","2.0","SAN JOSE","1509","1898","1988","84","463","828","Active","","","http://www.redfin.com/CA/San-Jose/7658-Falkirk-Dr-95135/home/966124","MLSListings","ML81654210","N","Y","37.2897008","-121.7411745","Silver Oak Elementary School","10","1.2","27.1","26","N"
"MLS Listing","","Single Family Residential","220 Bella Vista Ln","WATSONVILLE","CA","95076","775000","3","3.0","WATSONVILLE","1616","79933","1954","92","480","","Active","","","http://www.redfin.com/CA/Watsonville/220-Bella-Vista-Ln-95076/home/2424736","MLSListings","ML81653103","N","Y","36.989661","-121.70946","Las Animas Elementary School","7","7.1","69.2","53","N"
"MLS Listing","","Single Family Residential","29200 Loma Chiquita Rd","LOS GATOS","CA","95033","799000","3","2.5","LOS GATOS","2357","217364","1999","94","339","","Active","","","http://www.redfin.com/CA/Los-Gatos/29200-Loma-Chiquita-Rd-95033/home/1703162","MLSListings","ML81652878","N","Y","37.100524","-121.802254","Barrett Elementary School","5","9.5","58.7","1","N"
"MLS Listing","","Single Family Residential","1111 Plum St","SAN JOSE","CA","95110","629950","2","1.0","SAN JOSE","934","4000","1908","95","674","","Active","","","http://www.redfin.com/CA/San-Jose/1111-Plum-St-95110/home/842122","MLSListings","ML81652655","N","Y","37.317744","-121.8805084","Washington Elementary School","4","0.2","15.0","15","N"
"MLS Listing","","Condo/Co-op","1101 S Main St #318","MILPITAS","CA","95035","549000","1","1.0","MILPITAS","926","435","2007","99","593","465","Active","","","http://www.redfin.com/CA/Milpitas/1101-S-Main-St-95035/unit-318/home/17289664","MLSListings","ML81652201","N","Y","37.413869","-121.9029015","Pearl Zanker Elementary School","8","0.5","9.8","15","N"
"MLS Listing","","Single Family Residential","296 La Pala Dr","SAN JOSE","CA","95127","770400","4","3.0","SAN JOSE","1712","3651","2017","99","450","","Active","","","http://www.redfin.com/CA/San-Jose/296-La-Pala-95127/home/104315860","MLSListings","ML81652199","N","Y","37.3787755","-121.8300293","Linda Vista Elementary School","5","0.3","19.3","18","N"
"MLS Listing","","Single Family Residential","4450 Roop Rd","GILROY","CA","95020","760000","3","2.0","GILROY","1076","415998","1900","101","706","","Active","","","http://www.redfin.com/CA/Gilroy/4450-Roop-Rd-95020/home/107690363","MLSListings","ML81651776","N","Y","37.063544","-121.520874","Rucker Elementary School","6","3.7","63.2","43","N"
"MLS Listing","","Single Family Residential","21440 Roaring Water Way","LOS GATOS","CA","95033","499900","4","2.0","LOS GATOS","1680","7200","1976","102","298","","Active","","","http://www.redfin.com/CA/Los-Gatos/21440-Roaring-Water-Way-95033/home/917292","MLSListings","ML81651584","N","Y","37.1591113","-121.9705022","Loma Prieta Elementary School","10","2.7","36.9","29","N"
"MLS Listing","","Single Family Residential","435 I O O F Ave","GILROY","CA","95020","524550","3","1.5","GILROY","1190","4968","1977","104","441","","Active","","","http://www.redfin.com/CA/Gilroy/435-Old-Gilroy-St-95020/home/1029886","MLSListings","ML81651391","N","Y","37.015583","-121.565156","Rucker Elementary School","6","2.9","59.5","38","N"
"MLS Listing","","Single Family Residential","1118 N COOK St","SAN JOSE","CA","95126","849000","4","2.0","SAN JOSE","1084","3080","1942","107","783","","Active","","","http://www.redfin.com/CA/San-Jose/1118-Cook-St-95126/home/680842","MLSListings","ML81650934","N","Y","37.3458973","-121.9263596","Merritt Trace Elementary School","5","1.1","5.8","12","N"
"MLS Listing","","Single Family Residential","1523 Eden Ave","SAN JOSE","CA","95117","739888","3","2.0","SAN JOSE","1075","2969","1966","108","688","","Active","","","http://www.redfin.com/CA/San-Jose/1523-Eden-Ave-95117/home/112869917","MLSListings","ML81650628","N","Y","37.296116","-121.954728","Rosemary Elementary School","4","0.1","9.7","14","N"
"MLS Listing","","Single Family Residential","275 W 6th St","GILROY","CA","95020","525000","4","2.5","GILROY","1852","10220","1910","123","283","","Active","","","http://www.redfin.com/CA/Gilroy/275-W-6th-St-95020/home/1772963","MLSListings","ML81648279","N","Y","37.0060341","-121.5720166","El Roble Elementary School","5","0.7","61.0","41","N"
"MLS Listing","","Condo/Co-op","8416 Chenin Blanc Ln","SAN JOSE","CA","95135","689000","2","2.0","SAN JOSE","1497","2660","1978","147","460","914","Active","","","http://www.redfin.com/CA/San-Jose/8416-Chenin-Blanc-Ln-95135/home/1218684","MLSListings","ML81644871","N","Y","37.282393","-121.749607","Silver Oak Elementary School","10","0.6","27.3","27","Y"
"MLS Listing","","Single Family Residential","6388 Emerald Ln","GILROY","CA","95020","839500","4","3.0","GILROY","2731","4050","2017","183","307","175","Active","","","http://www.redfin.com/CA/GILROY/6388-Emerald-Ln-95020/home/113165848","MLSListings","ML81639955","N","Y","37.0057816","-121.5682751","","","","62.3","41","N"
"MLS Listing","","Single Family Residential","6398 Emerald Ln","GILROY","CA","95020","845500","4","3.0","GILROY","2918","4050","2017","189","290","175","Active","","","http://www.redfin.com/CA/Gilroy/6398-Emerald-Ln-95020/home/113114419","MLSListings","ML81639269","N","Y","37.0057816","-121.5682751","","","","62.3","41","N"
"MLS Listing","","Single Family Residential","3768 Mckee Rd","SAN JOSE","CA","95127","670000","3","3.5","SAN JOSE","1434","1807","2017","232","467","","Active","","","http://www.redfin.com/CA/San-Jose/3768-McKee-Rd-95127/home/104314633","MLSListings","ML81634825","N","Y","37.3787896","-121.8301461","Millard McCollam Elementary School","7","0.2","19.3","18","N"
"MLS Listing","","Single Family Residential","37125 San Antonio Valley Rd","San Jose","CA","95140","450000","3","2.0","Santa Clara","1500","26267987","","450","","","Active","","","http://www.redfin.com/CA/Mount-Hamilton/37125-San-Antonio-Valley-Rd-95140/home/17494442","MetroList","16034566","N","Y","37.3549727","-121.5619136","Apricot Valley Elementary School","5","23.8","60.9","1","N"
