"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE"
"MLS Listing","","Single Family Residential","40777 Sundale Dr","Fremont","CA","94538","888888","4","2.0","Sundale","1412","6000","1962","7","630","","Active","","","http://www.redfin.com/CA/Fremont/40777-Sundale-Dr-94538/home/767742","EBRD/CCAR/Bay East","40794079","N","Y","37.524638","-121.9739868"
"MLS Listing","","Single Family Residential","1440 151St Ave","San Leandro","CA","94578","549000","3","2.0","Fairmont","1150","4000","1942","7","477","","Active","","","http://www.redfin.com/CA/San-Leandro/1440-151st-Ave-94578/home/1802972","EBRD/CCAR/Bay East","40794078","N","Y","37.7051176","-122.126972"
"MLS Listing","","Single Family Residential","3142 Jordan Rd","Oakland","CA","94602","889000","3","2.0","Redwood Heights","1616","9982","1938","8","550","","Active","September-3-2017 02:00 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/Oakland/3142-Jordan-Rd-94602/home/1256409","EBRD/CCAR/Bay East","40794076","N","Y","37.8039946","-122.1943995"
"MLS Listing","","Single Family Residential","1417 Poppy Ln","Hayward","CA","94545","876643","4","3.0","Eden","3000","2890","2017","8","292","238","Active","","","http://www.redfin.com/CA/HAYWARD/1417-POPPY-LN-94545/home/143100499","EBRD/CCAR/Bay East","40794060","N","Y","37.650093","-122.115762"
"MLS Listing","","Condo/Co-op","7055 Coombsville Way","Dublin","CA","94568","774000","2","2.5","Dublin","1514","","2018","8","511","342","Active","","","http://www.redfin.com/CA/Dublin/7055-Coombsville-Way-94568/home/143383660","EBRD/CCAR/Bay East","40794057","N","Y","37.7021521","-121.9357918"
"MLS Listing","","Single Family Residential","2453 Medallion Dr","UNION CITY","CA","94587","795000","4","2.0","UNION CITY","1566","6000","1970","8","508","","Active","","","http://www.redfin.com/CA/Union-City/2453-Medallion-Dr-94587/home/1023484","MLSListings","ML81674796","N","Y","37.600903","-122.0514534"
"MLS Listing","","Single Family Residential","26670 Joshua St","Hayward","CA","94544","579000","4","2.5","Hayward","1499","4398","1979","9","386","","Active","","","http://www.redfin.com/CA/Hayward/26670-Joshua-St-94544/home/1766664","EBRD/CCAR/Bay East","40794028","N","Y","37.643642","-122.069378"
"MLS Listing","","Condo/Co-op","1007 41st St #442","Oakland","CA","94608","749000","3","2.0","Nobe","1809","","2005","9","414","644","Active","","","http://www.redfin.com/CA/Oakland/1007-41st-St-94608/unit-442/home/12115648","EBRD/CCAR/Bay East","40794015","N","Y","37.8320217","-122.2775598"
"MLS Listing","","Single Family Residential","18404 Lake Chabot Rd","Castro Valley","CA","94546","699000","3","2.0","Lake Chabot","1462","5432","1955","9","478","","Active","","","http://www.redfin.com/CA/Castro-Valley/18404-Lake-Chabot-Rd-94546/home/1047822","EBRD/CCAR/Bay East","40794006","N","Y","37.7112981","-122.0945451"
"MLS Listing","","Single Family Residential","2518 Oakes Dr","HAYWARD","CA","94542","699990","4","3.0","HAYWARD","2108","10336","1957","9","332","31","Active","","","http://www.redfin.com/CA/Hayward/2518-Oakes-Dr-94542/home/1925105","MLSListings","ML81674749","N","Y","37.6641933","-122.0515079"
"MLS Listing","","Condo/Co-op","22530 3Rd St #200","Hayward","CA","94541","459900","2","2.0","Downtown Hayward","1200","","1994","9","383","325","Active","","","http://www.redfin.com/CA/Hayward/22530-3rd-St-94541/unit-200/home/934294","EBRD/CCAR/Bay East","40793997","N","Y","37.6769923","-122.0778375"
"MLS Listing","","Single Family Residential","10 Northampton Ave","Berkeley","CA","94707","835000","3","2.5","Berkeley Hills","1918","11830","1925","9","435","","Active","","","http://www.redfin.com/CA/Berkeley/10-Northampton-Ave-94707/home/1993884","EBRD/CCAR/Bay East","40793986","N","Y","37.899155","-122.2721068"
"MLS Listing","","Single Family Residential","7343 Bedford Way","Dublin","CA","94568","775000","4","2.0","Alameda County","1311","6781","1961","9","591","","Active","","","http://www.redfin.com/CA/Dublin/7343-Bedford-Way-94568/home/1165098","BAREIS","21719680","N","Y","37.7145943","-121.9294631"
"MLS Listing","","Single Family Residential","35047 Lilac Loop","UNION CITY","CA","94587","748888","4","2.0","UNION CITY","1489","6228","1978","10","503","","Active","","","http://www.redfin.com/CA/Union-City/35047-Lilac-Loop-94587/home/842015","MLSListings","ML81674731","N","Y","37.5798397","-122.0186674"
"MLS Listing","","Townhouse","1028 36th St","Oakland","CA","94608","695000","3","3.0","Oakland","1420","","","10","489","133","Active","","","http://www.redfin.com/CA/Oakland/1028-36th-St-94608/home/62528431","San Francisco MLS","461584","N","Y","37.8270203","-122.2781971"
"MLS Listing","","Single Family Residential","34005 11TH St","Union City","CA","94587","598000","3","1.0","Decoto District","1262","6000","1920","10","474","","Active","","","http://www.redfin.com/CA/Union-City/34005-11th-St-94587/home/527120","EBRD/CCAR/Bay East","40793963","N","Y","37.59409","-122.0202401"
"MLS Listing","","Single Family Residential","5415 Walnut St","OAKLAND","CA","94619","649000","2","1.5","OAKLAND","1378","1518","1926","10","471","","Active","","","http://www.redfin.com/CA/Oakland/5415-Walnut-St-94619/home/558821","MLSListings","ML81674717","N","Y","37.7746441","-122.193946"
"MLS Listing","","Single Family Residential","6102 Moores Ave","Newark","CA","94560","689000","3","2.0","Newark","1166","7020","1969","10","591","","Active","","","http://www.redfin.com/CA/Newark/6102-Moores-Ave-94560/home/1634027","EBRD/CCAR/Bay East","40793927","N","Y","37.526467","-122.0119166"
"MLS Listing","","Single Family Residential","6 Avocet Ct","Alameda","CA","94501","899500","3","2.5","Alameda","1590","3277","1999","10","566","122","Active","","","http://www.redfin.com/CA/Alameda/6-Avocet-Ct-94501/home/1575340","EBRD/CCAR/Bay East","40793923","N","Y","37.777558","-122.280657"
"MLS Listing","","Single Family Residential","3001 Madeline St","Oakland","CA","94602","685000","2","1.0","Laurel","1002","6215","1924","10","684","","Active","","","http://www.redfin.com/CA/Oakland/3001-Madeline-St-94602/home/1532752","EBRD/CCAR/Bay East","40793898","N","Y","37.7989053","-122.2031361"
"MLS Listing","","Single Family Residential","5419 Borgia Rd","Fremont","CA","94538","877777","3","2.0","Sundale","1549","5400","1961","10","567","","Active","","","http://www.redfin.com/CA/Fremont/5419-Borgia-Rd-94538/home/993835","EBRD/CCAR/Bay East","40793891","N","Y","37.5194464","-121.9787395"
"MLS Listing","","Single Family Residential","17934 Robscott Ave","Hayward","CA","94541","599000","3","2.0","San Lorenzo Mano","1286","5115","1951","10","466","","Active","","","http://www.redfin.com/CA/Hayward/17934-Robscott-Ave-94541/home/1750690","EBRD/CCAR/Bay East","40793883","N","Y","37.6743322","-122.1219795"
"MLS Listing","","Single Family Residential","4886 Primrose Ln","Livermore","CA","94551","629000","2","2.0","Springtown","1486","7353","1965","10","423","","Active","","","http://www.redfin.com/CA/Livermore/4886-Primrose-Ln-94551/home/893188","EBRD/CCAR/Bay East","40793871","N","Y","37.7078127","-121.7408279"
"MLS Listing","","Single Family Residential","944 Marylin Ave","Livermore","CA","94551","684999","3","2.0","Livermore","1128","6097","1954","10","607","","Active","","","http://www.redfin.com/CA/Livermore/944-Marylin-Ave-94551/home/882831","EBRD/CCAR/Bay East","40793864","N","Y","37.6840529","-121.7841279"
"MLS Listing","","Single Family Residential","4644 Herrin Way","Pleasanton","CA","94588","799000","4","2.0","Val Vista","1489","6200","1968","10","537","","Active","","","http://www.redfin.com/CA/Pleasanton/4644-Herrin-Way-94588/home/1395628","EBRD/CCAR/Bay East","40793859","N","Y","37.6883026","-121.9109525"
"MLS Listing","","Single Family Residential","3072 Holyrood Dr","Oakland","CA","94611","709000","3","2.0","Piedmont Pines","1360","7685","1955","10","521","","Active","","","http://www.redfin.com/CA/Oakland/3072-Holyrood-Dr-94611/home/614360","EBRD/CCAR/Bay East","40793850","N","Y","37.8201263","-122.18971"
"MLS Listing","","Single Family Residential","1751 E 38th St","Oakland","CA","94602","649000","2","1.0","Glenview","1055","3240","1933","10","615","","Active","","","http://www.redfin.com/CA/Oakland/1751-E-38th-St-94602/home/909445","EBRD/CCAR/Bay East","40793845","N","Y","37.8024824","-122.220511"
"MLS Listing","","Single Family Residential","36714 Munyan St","Newark","CA","94560","899900","4","3.0","Newark","1700","5000","1955","10","529","","Active","","","http://www.redfin.com/CA/Newark/36714-Munyan-St-94560/home/1875810","EBRD/CCAR/Bay East","40793836","N","Y","37.5410609","-122.0308816"
"MLS Listing","","Single Family Residential","4339 Fleming Ave","Oakland","CA","94619","625000","2","2.0","Maxwell  Park","1580","7828","1925","10","396","","Active","","","http://www.redfin.com/CA/Oakland/4339-Fleming-Ave-94619/home/548850","EBRD/CCAR/Bay East","40793826","N","Y","37.7830217","-122.2012939"
"MLS Listing","","Single Family Residential","65 Regency Pl","Hayward","CA","94544","745000","3","2.5","Hayward","1891","1472","2014","10","394","168","Active","","","http://www.redfin.com/CA/Hayward/65-Regency-Pl-94544/home/55696128","EBRD/CCAR/Bay East","40793821","N","Y","37.6556376","-122.08611"
"MLS Listing","","Single Family Residential","2146 Buckskin Rd","Livermore","CA","94551","599000","3","2.0","Springtown","1313","7405","1968","10","456","","Active","","","http://www.redfin.com/CA/Livermore/2146-Buckskin-Rd-94551/home/1531047","EBRD/CCAR/Bay East","40793807","N","Y","37.7201325","-121.7438928"
"MLS Listing","","Single Family Residential","1537 27Th Ave","Oakland","CA","94601","479000","5","2.5","Fruitvale Area","2193","4905","1914","10","218","","Active","","","http://www.redfin.com/CA/Oakland/1537-27th-Ave-94601/home/979878","EBRD/CCAR/Bay East","40793804","N","Y","37.7823228","-122.2303149"
"MLS Listing","","Single Family Residential","415 49Th St","Oakland","CA","94609","895000","3","2.0","Temescal","1576","3500","1910","10","568","","Active","","","http://www.redfin.com/CA/Oakland/415-49th-St-94609/home/1648207","EBRD/CCAR/Bay East","40793803","N","Y","37.8351751","-122.2591688"
"MLS Listing","","Single Family Residential","4219 Maple Ave","Oakland","CA","94602","895000","4","2.0","Lincoln Heights","2200","8900","1946","10","407","","Active","","","http://www.redfin.com/CA/Oakland/4219-Maple-Ave-94602/home/2044803","EBRD/CCAR/Bay East","40793799","N","Y","37.8035428","-122.1987157"
"MLS Listing","","Single Family Residential","6227 leona St","Oakland","CA","94605","599000","2","1.0","Oakland","1299","6300","1952","10","461","","Active","","","http://www.redfin.com/CA/Oakland/6227-Leona-St-94605/home/566594","San Francisco MLS","461546","N","Y","37.781156","-122.172488"
"MLS Listing","","Single Family Residential","945 Sunset Blvd","HAYWARD","CA","94541","699000","3","2.0","HAYWARD","2073","4800","1929","10","337","","Active","","","http://www.redfin.com/CA/Hayward/945-Sunset-Blvd-94541/home/1875588","MLSListings","ML81672967","N","Y","37.6783436","-122.0900638"
"MLS Listing","","Single Family Residential","667 Santa Ray Ave","Oakland","CA","94610","899900","3","2.0","Crocker Hghlands","1287","4550","1920","11","699","","Active","","","http://www.redfin.com/CA/Oakland/667-Santa-Ray-Ave-94610/home/1994581","EBRD/CCAR/Bay East","40793781","N","Y","37.810998","-122.238451"
"MLS Listing","","Condo/Co-op","1511 Jefferson St Unit TH11","Oakland","CA","94612","699000","2","2.5","Downtown","1277","","2007","11","547","430","Active","","","http://www.redfin.com/CA/Oakland/1511-Jefferson-St-94612/unit-TH11/home/12116267","EBRD/CCAR/Bay East","40793780","N","Y","37.8068727","-122.2744844"
"MLS Listing","","Condo/Co-op","2137 Otis Dr #307","Alameda","CA","94501","499000","2","2.0","Southshore","1162","73180","1966","11","429","480","Active","","","http://www.redfin.com/CA/Alameda/2137-Otis-Dr-94501/unit-307/home/1845923","EBRD/CCAR/Bay East","40793776","N","Y","37.7608085","-122.2524227"
"MLS Listing","","Condo/Co-op","519 Tamarack Dr #24","UNION CITY","CA","94587","498888","2","2.5","UNION CITY","1072","","1976","11","465","355","Active","","","http://www.redfin.com/CA/Union-City/519-Tamarack-Dr-94587/unit-24/home/1934713","MLSListings","ML81672864","N","Y","37.6095807","-122.0222772"
"MLS Listing","","Single Family Residential","4624 Virginia Ave","Oakland","CA","94619","599000","3","2.0","Maxwell  Park","1418","2500","1954","11","422","","Active","","","http://www.redfin.com/CA/Oakland/4624-Virginia-Ave-94619/unit-18/home/1365911","EBRD/CCAR/Bay East","40793774","N","Y","37.7818685","-122.1967111"
"MLS Listing","","Single Family Residential","2706 Harrison St","Oakland","CA","94612","750000","3","1.0","Lake Merritt","1526","7952","1924","11","491","","Active","","","http://www.redfin.com/CA/Oakland/2706-Harrison-St-94612/home/833298","EBRD/CCAR/Bay East","40793772","N","Y","37.814392","-122.259243"
"MLS Listing","","Single Family Residential","3920 Coolidge Ave","Oakland","CA","94602","679000","3","1.0","Oakland","1025","4550","1946","11","662","","Active","","","http://www.redfin.com/CA/Oakland/3920-Coolidge-Ave-94602/home/1981378","EBRD/CCAR/Bay East","40793771","N","Y","37.8025261","-122.2043656"
"MLS Listing","","Single Family Residential","3027 maxwell Ave","Oakland","CA","94619","649000","3","2.0","Oakland","1500","4410","1924","11","433","","Active","","","http://www.redfin.com/CA/Oakland/3027-Maxwell-Ave-94619/home/560686","San Francisco MLS","461537","N","Y","37.7806105","-122.1940659"
"MLS Listing","","Single Family Residential","2018 Sarasota Ln","Hayward","CA","94545","749950","4","4.0","Palma Ceia West","2327","5300","1956","11","322","","Active","","","http://www.redfin.com/CA/Hayward/2018-Sarasota-Ln-94545/home/1615344","EBRD/CCAR/Bay East","40793760","N","Y","37.6302861","-122.090411"
"MLS Listing","","Single Family Residential","8100 Earl","Oakland","CA","94605","572000","3","2.0","King Estates","1454","5000","1941","11","393","","Active","","","http://www.redfin.com/CA/Oakland/8100-Earl-St-94605/home/1341912","EBRD/CCAR/Bay East","40793755","N","Y","37.7684067","-122.1548218"
"MLS Listing","","Single Family Residential","604 Oakes Blvd","San Leandro","CA","94577","789000","3","1.5","San Leandro","2109","4950","1934","11","374","","Active","","","http://www.redfin.com/CA/San-Leandro/604-Oakes-Blvd-94577/home/758406","EBRD/CCAR/Bay East","40793754","N","Y","37.733261","-122.1500056"
"MLS Listing","","Single Family Residential","15767 Via Esmond","San Lorenzo","CA","94580","638000","3","2.0","San Lorenzo Vilg","1289","7366","1955","11","495","","Active","","","http://www.redfin.com/CA/San-Lorenzo/15767-Via-Esmond-94580/home/1893529","EBRD/CCAR/Bay East","40793752","N","Y","37.6779337","-122.1438205"
"MLS Listing","","Townhouse","52 Loop 22","Emeryville","CA","94608","689000","2","2.5","Emeryville","1212","","2004","11","568","230","Active","","","http://www.redfin.com/CA/Emeryville/52-Loop-22-94608/home/2111786","EBRD/CCAR/Bay East","40793751","N","Y","37.8401092","-122.2887816"
"MLS Listing","","Condo/Co-op","670 Vernon St #405","Oakland","CA","94610","595000","2","1.0","Rose Garden","1062","33406","1968","11","560","624","Active","","","http://www.redfin.com/CA/Oakland/670-Vernon-St-94610/unit-405/home/526450","EBRD/CCAR/Bay East","40793746","N","Y","37.8197709","-122.2479297"
"MLS Listing","","Single Family Residential","6604 Gunn Dr","Oakland","CA","94611","779000","3","2.0","Oakland Hills","1510","7462","1953","11","516","","Active","","","http://www.redfin.com/CA/Oakland/6604-Gunn-Dr-94611/home/613701","EBRD/CCAR/Bay East","40793738","N","Y","37.832896","-122.1908026"
"MLS Listing","","Condo/Co-op","3249 Prentiss St Unit A","Oakland","CA","94601","450000","4","2.0","Fruitvale Distr","1804","","1931","11","249","280","Active","","","http://www.redfin.com/CA/Oakland/3249-Prentiss-St-94601/unit-A/home/57180213","EBRD/CCAR/Bay East","40793732","N","Y","37.7883096","-122.2191566"
"MLS Listing","","Single Family Residential","677 33rd St","Oakland","CA","94609","875000","5","2.0","Oakland","1613","2500","1904","11","542","","Active","","","http://www.redfin.com/CA/Oakland/677-33rd-St-94609/home/1605666","EBRD/CCAR/Bay East","40793728","N","Y","37.8227172","-122.2711504"
"MLS Listing","","Single Family Residential","36379 Haley Sreet","Newark","CA","94560","790000","4","2.0","Mayhew Landing","1464","7200","1963","11","540","","Active","","","http://www.redfin.com/CA/Newark/36379-Haley-St-94560/home/851287","EBRD/CCAR/Bay East","40793724","N","Y","37.5355321","-122.0447297"
"MLS Listing","","Single Family Residential","7637 Landale Ave","Dublin","CA","94568","739000","3","2.0","Village","1038","6999","1960","11","712","","Active","","","http://www.redfin.com/CA/Dublin/7637-Landale-Ave-94568/home/657126","EBRD/CCAR/Bay East","40793723","N","Y","37.713461","-121.9358409"
